Quận,Loại,Diện tích (m²),Mức giá (tỷ),Số phòng ngủ,Số toilet
Đống Đa,Nhà riêng,45.0,7.55,3,4
Gia Lâm,Căn hộ chung cư,33.0,1.39,1,1
Bắc Từ Liêm,Căn hộ chung cư,100.0,6.0,3,2
Đống Đa,Căn hộ chung cư,64.0,7.55,2,2
Hà Đông,Căn hộ chung cư,56.0,1.88,1,1
Hà Đông,Nhà riêng,50.0,11.8,5,7
Hoàng Mai,Căn hộ chung cư,83.0,4.95,2,2
Cầu Giấy,Căn hộ chung cư,130.0,7.6,3,2
Thanh Xuân,Căn hộ chung cư,120.0,6.3,3,2
Thanh Trì,Căn hộ chung cư,42.0,1.32,1,1
Long Biên,Nhà mặt phố,90.0,29.0,8,6
Cầu Giấy,Căn hộ chung cư,98.0,6.2,2,2
Hai Bà Trưng,Nhà mặt phố,48.0,12.0,3,4
Long Biên,Nhà mặt phố,75.0,19.0,3,4
Hà Đông,Nhà riêng,90.0,14.3,5,4
Hà Đông,Căn hộ chung cư,69.0,2.52,2,2
Thanh Trì,Nhà riêng,100.0,15.4,24,24
Hà Đông,Nhà mặt phố,75.0,12.48,6,5
Đống Đa,Căn hộ chung cư,82.0,9.84,3,2
Tây Hồ,Nhà riêng,80.0,21.0,6,5
Hoài Đức,Nhà riêng,32.0,2.95,3,4
Hai Bà Trưng,Nhà mặt phố,42.0,10.2,3,3
Nam Từ Liêm,Nhà riêng,74.0,16.5,6,6
Hà Đông,Căn hộ chung cư,86.0,3.55,3,2
Thanh Xuân,Nhà riêng,48.0,7.5,3,3
Thanh Xuân,Căn hộ chung cư,86.0,5.1,2,2
Nam Từ Liêm,Căn hộ chung cư,105.0,7.88,3,2
Hà Đông,Căn hộ chung cư,79.0,3.35,2,2
Long Biên,Nhà riêng,50.0,5.9,3,3
Hà Đông,Căn hộ chung cư,77.0,2.7,2,2
Đông Anh,Nhà riêng,75.0,10.5,3,3
Nam Từ Liêm,Nhà riêng,58.0,9.6,10,10
Gia Lâm,Căn hộ chung cư,60.0,2.1,2,1
Cầu Giấy,Nhà mặt phố,401.0,160.0,79,83
Long Biên,Căn hộ chung cư,82.0,6.6,3,2
Gia Lâm,Căn hộ chung cư,68.0,2.35,2,2
Hoàng Mai,Căn hộ chung cư,83.0,2.73,3,2
Hà Đông,Căn hộ chung cư,176.0,5.5,3,3
Hai Bà Trưng,Nhà riêng,100.0,9.5,1,1
Nam Từ Liêm,Căn hộ chung cư,85.0,3.16,3,2
Gia Lâm,Căn hộ chung cư,46.0,1.7,1,1
Cầu Giấy,Căn hộ chung cư,141.0,7.4,3,2
Cầu Giấy,Căn hộ chung cư,102.0,6.5,3,3
Gia Lâm,Căn hộ chung cư,80.0,2.9,3,2
Hà Đông,Căn hộ chung cư,85.0,3.15,3,2
Thanh Xuân,Căn hộ chung cư,67.0,4.49,2,2
Cầu Giấy,Căn hộ chung cư,107.0,7.0,3,2
Thanh Xuân,Nhà mặt phố,80.0,45.0,8,6
Đống Đa,Căn hộ chung cư,65.0,4.2,2,2
Nam Từ Liêm,Căn hộ chung cư,70.0,3.5,2,2
Hoàng Mai,Căn hộ chung cư,63.0,2.58,2,2
Ba Đình,Nhà riêng,42.0,16.5,5,6
Nam Từ Liêm,Căn hộ chung cư,82.0,4.7,3,2
Đống Đa,Nhà mặt phố,55.0,10.0,8,6
Ba Đình,Nhà riêng,78.0,8.4,6,6
Nam Từ Liêm,Căn hộ chung cư,90.0,4.4,3,2
Hoàng Mai,Nhà riêng,76.0,12.0,4,4
Thanh Xuân,Căn hộ chung cư,80.0,5.0,3,2
Long Biên,Nhà mặt phố,85.0,19.2,3,3
Cầu Giấy,Nhà riêng,50.0,15.6,6,6
Bắc Từ Liêm,Căn hộ chung cư,105.0,8.61,3,2
Hà Đông,Nhà riêng,48.0,7.3,4,3
Hà Đông,Căn hộ chung cư,81.0,3.25,3,2
Thanh Xuân,Căn hộ chung cư,145.0,7.9,3,2
Hoàng Mai,Căn hộ chung cư,95.0,3.65,3,2
Tây Hồ,Căn hộ chung cư,76.0,5.6,2,2
Tây Hồ,Căn hộ chung cư,76.0,5.5,2,2
Cầu Giấy,Nhà riêng,35.0,6.75,3,4
Thanh Xuân,Căn hộ chung cư,70.0,4.0,2,2
Đống Đa,Căn hộ chung cư,120.0,6.6,3,2
Gia Lâm,Nhà riêng,57.0,4.3,3,2
Gia Lâm,Nhà riêng,65.0,2.1,2,1
Ba Đình,Nhà riêng,55.0,15.0,6,6
Thanh Xuân,Căn hộ chung cư,80.0,4.8,3,2
Hoàng Mai,Căn hộ chung cư,103.0,5.28,3,2
Thanh Xuân,Nhà mặt phố,90.0,53.8,6,6
Đống Đa,Nhà mặt phố,58.0,31.0,4,4
Bắc Từ Liêm,Căn hộ chung cư,130.0,9.0,3,3
Cầu Giấy,Căn hộ chung cư,96.0,6.3,2,2
Nam Từ Liêm,Căn hộ chung cư,94.0,5.9,2,2
Hoàng Mai,Căn hộ chung cư,61.0,2.05,2,2
Nam Từ Liêm,Căn hộ chung cư,150.0,7.6,3,2
Hà Đông,Nhà riêng,35.0,2.1,5,3
Long Biên,Căn hộ chung cư,85.0,4.4,3,2
Thanh Xuân,Căn hộ chung cư,82.0,4.5,3,2
Cầu Giấy,Căn hộ chung cư,127.0,6.98,3,3
Thanh Xuân,Căn hộ chung cư,81.0,5.2,3,2
Cầu Giấy,Căn hộ chung cư,76.0,4.0,2,2
Nam Từ Liêm,Nhà riêng,47.0,9.7,4,5
Hà Đông,Nhà mặt phố,103.0,31.0,5,5
Hà Đông,Nhà riêng,50.0,11.8,4,6
Đống Đa,Nhà riêng,57.0,15.8,5,6
Ba Đình,Căn hộ chung cư,84.0,7.0,2,2
Nam Từ Liêm,Căn hộ chung cư,60.0,3.0,2,2
Nam Từ Liêm,Căn hộ chung cư,32.0,1.85,1,1
Nam Từ Liêm,Căn hộ chung cư,42.0,2.3,1,1
Long Biên,Nhà riêng,36.0,4.48,4,4
Nam Từ Liêm,Căn hộ chung cư,75.0,4.3,3,2
Nam Từ Liêm,Căn hộ chung cư,110.0,6.49,3,2
Bắc Từ Liêm,Căn hộ chung cư,150.0,7.0,4,3
Hà Đông,Căn hộ chung cư,82.0,3.1,3,2
Bắc Từ Liêm,Căn hộ chung cư,118.0,7.32,3,2
Bắc Từ Liêm,Căn hộ chung cư,83.0,4.35,2,2
Cầu Giấy,Căn hộ chung cư,329.0,28.0,4,5
Bắc Từ Liêm,Căn hộ chung cư,139.0,6.1,3,2
Nam Từ Liêm,Căn hộ chung cư,30.0,1.8,1,1
Thanh Trì,Căn hộ chung cư,42.0,1.05,2,1
Nam Từ Liêm,Căn hộ chung cư,64.0,3.85,2,2
Đống Đa,Nhà riêng,39.0,6.15,3,3
Hà Đông,Căn hộ chung cư,117.0,4.85,3,2
Bắc Từ Liêm,Căn hộ chung cư,192.0,13.0,4,5
Thanh Trì,Nhà mặt phố,130.0,10.03,3,2
Nam Từ Liêm,Căn hộ chung cư,115.0,6.0,3,2
Nam Từ Liêm,Căn hộ chung cư,79.0,4.0,2,2
Cầu Giấy,Căn hộ chung cư,105.0,6.85,3,2
Nam Từ Liêm,Căn hộ chung cư,43.0,2.58,2,1
Tây Hồ,Căn hộ chung cư,200.0,17.5,5,3
Tây Hồ,Căn hộ chung cư,153.0,11.0,3,2
Hai Bà Trưng,Nhà riêng,95.0,19.5,4,4
Cầu Giấy,Căn hộ chung cư,90.0,4.55,3,2
Nam Từ Liêm,Căn hộ chung cư,65.0,2.9,2,2
Hà Đông,Căn hộ chung cư,130.0,4.65,3,2
Đống Đa,Nhà mặt phố,74.0,27.8,1,1
Hai Bà Trưng,Nhà riêng,40.0,6.0,3,3
Cầu Giấy,Căn hộ chung cư,54.0,3.5,2,2
Hà Đông,Căn hộ chung cư,86.0,3.55,3,2
Thanh Xuân,Căn hộ chung cư,72.0,5.18,2,2
Cầu Giấy,Căn hộ chung cư,70.0,3.55,2,2
Hoàng Mai,Căn hộ chung cư,74.0,3.68,3,2
Hoàng Mai,Căn hộ chung cư,76.0,4.05,2,2
Hoàng Mai,Căn hộ chung cư,85.0,4.3,3,2
Đống Đa,Nhà mặt phố,79.0,22.9,8,4
Nam Từ Liêm,Căn hộ chung cư,98.0,4.2,3,2
Cầu Giấy,Căn hộ chung cư,91.0,4.2,2,2
Tây Hồ,Nhà mặt phố,306.0,126.0,3,3
Hà Đông,Nhà riêng,45.0,5.6,3,3
Thanh Xuân,Nhà riêng,55.0,9.5,13,13
Cầu Giấy,Nhà riêng,40.0,11.9,3,3
Hà Đông,Nhà riêng,32.0,2.9,3,3
Thanh Xuân,Nhà riêng,48.0,7.5,9,9
Thanh Xuân,Nhà riêng,14.0,4.7,2,3
Thanh Xuân,Nhà riêng,65.0,14.0,18,18
Cầu Giấy,Căn hộ chung cư,120.0,5.8,3,2
Ba Đình,Nhà riêng,60.0,14.5,6,5
Hoàng Mai,Căn hộ chung cư,95.0,3.65,3,2
Bắc Từ Liêm,Căn hộ chung cư,96.0,5.7,3,2
Đống Đa,Nhà riêng,32.0,5.7,4,5
Long Biên,Nhà riêng,75.0,12.0,4,4
Đống Đa,Nhà riêng,54.0,11.6,4,4
Ba Đình,Nhà mặt phố,45.0,16.5,4,4
Ba Đình,Nhà riêng,78.0,17.5,4,4
Ba Đình,Nhà riêng,50.0,8.7,6,4
Nam Từ Liêm,Căn hộ chung cư,73.0,2.3,3,2
Thanh Xuân,Căn hộ chung cư,63.0,3.8,2,2
Hai Bà Trưng,Nhà mặt phố,525.0,520.0,12,15
Cầu Giấy,Nhà mặt phố,75.0,32.0,10,10
Cầu Giấy,Căn hộ chung cư,96.0,4.3,2,2
Hoàn Kiếm,Nhà riêng,23.0,3.8,1,1
Cầu Giấy,Nhà riêng,105.0,12.0,3,3
Thanh Xuân,Nhà riêng,46.0,7.5,9,9
Đống Đa,Nhà riêng,70.0,7.2,4,4
Long Biên,Nhà riêng,39.0,3.82,1,1
Đống Đa,Nhà mặt phố,155.0,133.0,10,10
Ba Đình,Nhà mặt phố,60.0,15.8,4,4
Ba Đình,Nhà riêng,34.0,5.9,3,3
Hoài Đức,Nhà riêng,38.0,4.35,4,3
Ba Đình,Nhà riêng,59.0,10.4,4,5
Ba Đình,Nhà mặt phố,60.0,15.5,8,8
Hoàng Mai,Căn hộ chung cư,84.0,3.0,2,2
Hoàng Mai,Nhà mặt phố,105.0,18.9,2,2
Thanh Xuân,Căn hộ chung cư,89.0,4.95,3,2
Thanh Xuân,Căn hộ chung cư,91.0,4.65,3,2
Thanh Xuân,Căn hộ chung cư,88.0,4.7,3,2
Thanh Xuân,Căn hộ chung cư,75.0,3.9,2,2
Thanh Xuân,Căn hộ chung cư,75.0,3.4,2,2
Hai Bà Trưng,Nhà riêng,45.0,8.9,9,10
Tây Hồ,Nhà riêng,45.0,6.66,5,4
Long Biên,Căn hộ chung cư,120.0,6.8,3,2
Hoàng Mai,Nhà mặt phố,80.0,13.0,8,6
Ba Đình,Nhà mặt phố,105.0,39.8,3,3
Long Biên,Nhà mặt phố,80.0,26.0,5,4
Hoàng Mai,Nhà riêng,102.0,11.0,5,3
Hoài Đức,Nhà riêng,56.0,8.0,6,5
Nam Từ Liêm,Căn hộ chung cư,105.0,4.5,3,2
Hoài Đức,Nhà riêng,32.0,3.38,3,4
Cầu Giấy,Căn hộ chung cư,152.0,7.6,3,3
Nam Từ Liêm,Căn hộ chung cư,160.0,6.1,3,3
Tây Hồ,Nhà mặt phố,75.0,21.0,4,6
Nam Từ Liêm,Căn hộ chung cư,98.0,4.6,3,2
Hoài Đức,Căn hộ chung cư,65.0,3.1,2,2
Tây Hồ,Nhà riêng,104.0,12.5,4,4
Đống Đa,Nhà mặt phố,61.0,29.99,5,4
Cầu Giấy,Nhà mặt phố,61.0,32.0,7,8
Hoàng Mai,Căn hộ chung cư,103.0,3.65,3,2
Đống Đa,Nhà mặt phố,45.0,28.3,5,5
Nam Từ Liêm,Căn hộ chung cư,95.0,4.65,3,2
Nam Từ Liêm,Căn hộ chung cư,130.0,8.8,3,2
Đống Đa,Nhà riêng,40.0,8.9,10,10
Thanh Trì,Căn hộ chung cư,124.0,3.72,3,2
Đống Đa,Căn hộ chung cư,81.0,10.94,3,2
Hoàng Mai,Nhà riêng,32.0,4.5,3,3
Tây Hồ,Nhà riêng,50.0,7.5,5,5
Hoài Đức,Căn hộ chung cư,66.0,1.99,2,1
Hoàng Mai,Nhà mặt phố,50.0,10.5,6,4
Hà Đông,Nhà riêng,60.0,8.7,4,3
Nam Từ Liêm,Căn hộ chung cư,98.0,2.99,3,2
Ba Đình,Nhà riêng,35.0,3.85,3,4
Long Biên,Nhà riêng,54.0,8.5,4,4
Nam Từ Liêm,Căn hộ chung cư,63.0,2.8,2,1
Đống Đa,Nhà riêng,45.0,7.65,3,5
Ba Đình,Căn hộ chung cư,90.0,5.3,2,2
Tây Hồ,Nhà riêng,37.0,4.45,3,4
Ba Đình,Nhà riêng,43.0,7.9,3,4
Tây Hồ,Nhà riêng,65.0,17.5,13,14
Tây Hồ,Nhà riêng,55.0,6.5,3,3
Hà Đông,Nhà riêng,32.0,3.35,3,4
Hà Đông,Nhà mặt phố,115.0,37.0,5,5
Hà Đông,Nhà mặt phố,82.0,23.5,3,3
Long Biên,Nhà riêng,2.0,87.0,10,12
Hoàng Mai,Căn hộ chung cư,60.0,2.45,2,2
Hà Đông,Căn hộ chung cư,62.0,2.25,2,1
Thanh Xuân,Nhà mặt phố,115.0,26.9,30,30
Hoàng Mai,Nhà mặt phố,60.0,10.9,4,40
Đống Đa,Nhà mặt phố,130.0,47.0,14,10
Cầu Giấy,Nhà riêng,35.0,7.1,3,4
Đống Đa,Nhà mặt phố,65.0,24.0,6,4
Hoàng Mai,Nhà mặt phố,120.0,69.0,8,8
Tây Hồ,Nhà riêng,45.0,10.5,4,4
Đống Đa,Nhà riêng,46.0,7.8,3,4
Đống Đa,Nhà riêng,35.0,7.5,3,4
Long Biên,Nhà riêng,80.0,19.8,6,5
Long Biên,Nhà mặt phố,30.0,7.98,3,4
Hoàng Mai,Căn hộ chung cư,67.0,2.0,2,2
Long Biên,Nhà mặt phố,58.0,17.4,3,4
Hai Bà Trưng,Nhà riêng,23.0,2.98,3,3
Hoàng Mai,Căn hộ chung cư,72.0,3.5,2,2
Đống Đa,Nhà riêng,36.0,6.5,4,5
Cầu Giấy,Nhà riêng,52.0,10.8,4,4
Thanh Xuân,Nhà riêng,30.0,4.85,3,3
Tây Hồ,Nhà riêng,50.0,5.85,4,3
Bắc Từ Liêm,Nhà riêng,33.0,5.8,4,5
Hà Đông,Nhà riêng,50.0,7.0,4,4
Ba Đình,Nhà mặt phố,35.0,20.0,4,5
Long Biên,Nhà riêng,40.0,8.5,4,4
Long Biên,Nhà riêng,98.0,12.8,10,10
Hai Bà Trưng,Nhà riêng,25.0,3.65,2,3
Hoài Đức,Căn hộ chung cư,95.0,5.1,3,2
Hoàng Mai,Nhà riêng,30.0,4.15,5,3
Thanh Xuân,Căn hộ chung cư,75.0,4.2,2,2
Thanh Trì,Nhà riêng,50.0,3.45,4,3
Hoàng Mai,Căn hộ chung cư,60.0,2.4,2,1
Hai Bà Trưng,Căn hộ chung cư,88.0,4.8,3,2
Hai Bà Trưng,Căn hộ chung cư,74.0,5.1,2,2
Hoàng Mai,Căn hộ chung cư,76.0,4.2,2,2
Cầu Giấy,Nhà mặt phố,58.0,26.2,4,3
Hoàng Mai,Căn hộ chung cư,77.0,4.2,2,2
Bắc Từ Liêm,Căn hộ chung cư,87.0,4.55,2,2
Hai Bà Trưng,Căn hộ chung cư,55.0,3.26,2,2
Tây Hồ,Nhà riêng,50.0,11.9,4,5
Thanh Xuân,Nhà riêng,50.0,7.6,6,3
Tây Hồ,Nhà riêng,55.0,13.2,5,3
Hoàng Mai,Căn hộ chung cư,70.0,3.7,2,2
Cầu Giấy,Nhà riêng,60.0,9.68,6,7
Cầu Giấy,Nhà riêng,22.0,4.6,3,5
Hoàng Mai,Căn hộ chung cư,90.0,3.4,4,2
Cầu Giấy,Nhà mặt phố,107.0,62.0,8,8
Ba Đình,Nhà riêng,110.0,16.0,4,3
Ba Đình,Nhà mặt phố,57.0,15.5,4,5
Tây Hồ,Nhà mặt phố,82.0,37.5,7,7
Tây Hồ,Nhà mặt phố,85.0,35.0,5,5
Gia Lâm,Căn hộ chung cư,69.0,2.58,3,2
Tây Hồ,Nhà mặt phố,52.0,21.0,6,6
Tây Hồ,Nhà mặt phố,75.0,41.0,11,13
Tây Hồ,Nhà riêng,50.0,24.0,7,5
Tây Hồ,Nhà riêng,102.0,24.0,15,11
Ba Đình,Nhà riêng,42.0,14.6,3,4
Tây Hồ,Nhà riêng,42.0,11.6,3,4
Cầu Giấy,Nhà riêng,40.0,15.0,6,4
Ba Đình,Nhà riêng,55.0,29.0,3,3
Cầu Giấy,Nhà mặt phố,50.0,21.0,3,6
Cầu Giấy,Nhà mặt phố,73.0,21.0,6,5
Tây Hồ,Nhà riêng,30.0,4.75,10,5
Hoàng Mai,Căn hộ chung cư,95.0,3.65,3,2
Hà Đông,Căn hộ chung cư,53.0,1.93,1,1
Thanh Xuân,Căn hộ chung cư,77.0,4.3,2,2
Thanh Xuân,Căn hộ chung cư,83.0,4.2,3,2
Ba Đình,Nhà riêng,38.0,4.8,4,4
Cầu Giấy,Nhà mặt phố,40.0,20.0,4,4
Thanh Xuân,Nhà riêng,32.0,4.0,3,4
Cầu Giấy,Căn hộ chung cư,131.0,11.35,3,2
Thanh Xuân,Nhà riêng,45.0,6.2,5,4
Nam Từ Liêm,Căn hộ chung cư,55.0,3.1,2,1
Hoàng Mai,Nhà riêng,36.0,4.05,2,3
Nam Từ Liêm,Căn hộ chung cư,75.0,3.0,2,2
Cầu Giấy,Nhà mặt phố,55.0,16.0,4,5
Hai Bà Trưng,Nhà riêng,40.0,5.65,3,4
Thanh Xuân,Căn hộ chung cư,62.0,3.45,2,2
Bắc Từ Liêm,Căn hộ chung cư,172.0,6.6,4,3
Long Biên,Nhà riêng,52.0,11.5,3,6
Thanh Trì,Căn hộ chung cư,56.0,1.75,2,2
Hoàng Mai,Nhà riêng,42.0,7.18,6,4
Long Biên,Nhà mặt phố,130.0,48.0,6,7
Gia Lâm,Căn hộ chung cư,68.0,2.3,2,2
Long Biên,Nhà mặt phố,128.0,23.0,6,6
Thanh Xuân,Nhà mặt phố,124.0,27.0,9,6
Long Biên,Nhà riêng,70.0,9.0,5,5
Nam Từ Liêm,Căn hộ chung cư,160.0,10.0,3,2
Ba Đình,Nhà riêng,38.0,4.8,4,3
Gia Lâm,Căn hộ chung cư,35.0,1.63,1,1
Cầu Giấy,Nhà riêng,34.0,4.5,3,3
Đống Đa,Căn hộ chung cư,82.0,10.49,3,2
Cầu Giấy,Nhà riêng,55.0,12.0,4,6
Hà Đông,Căn hộ chung cư,70.0,1.72,2,2
Thanh Xuân,Căn hộ chung cư,75.0,4.6,2,2
Hà Đông,Căn hộ chung cư,52.0,1.9,1,1
Hai Bà Trưng,Nhà riêng,90.0,7.99,5,4
Hà Đông,Căn hộ chung cư,69.0,3.0,2,2
Hà Đông,Nhà riêng,40.0,5.3,3,4
Hai Bà Trưng,Nhà mặt phố,62.0,24.0,6,5
Hà Đông,Căn hộ chung cư,72.0,3.25,2,2
Tây Hồ,Nhà riêng,50.0,13.7,4,6
Cầu Giấy,Nhà riêng,76.0,17.5,4,3
Hoàng Mai,Nhà mặt phố,86.0,23.0,4,3
Nam Từ Liêm,Nhà riêng,36.0,9.3,4,4
Cầu Giấy,Nhà riêng,42.0,10.5,6,5
Thanh Xuân,Nhà riêng,120.0,23.0,5,5
Đống Đa,Nhà riêng,41.0,13.8,8,5
Hai Bà Trưng,Căn hộ chung cư,117.0,12.5,3,2
Hai Bà Trưng,Nhà mặt phố,331.0,82.0,4,4
Cầu Giấy,Nhà riêng,60.0,12.0,6,3
Long Biên,Nhà riêng,33.0,4.2,3,4
Nam Từ Liêm,Căn hộ chung cư,186.0,8.56,4,3
Long Biên,Nhà riêng,32.0,4.35,3,4
Bắc Từ Liêm,Căn hộ chung cư,98.0,6.8,3,2
Hai Bà Trưng,Nhà riêng,22.0,4.25,3,3
Hai Bà Trưng,Nhà riêng,25.0,3.45,3,3
Nam Từ Liêm,Nhà riêng,45.0,5.9,6,6
Nam Từ Liêm,Nhà riêng,30.0,4.5,3,4
Long Biên,Nhà riêng,60.0,12.0,4,4
Nam Từ Liêm,Nhà riêng,36.0,5.4,4,4
Hà Đông,Căn hộ chung cư,139.0,6.9,3,3
Cầu Giấy,Nhà riêng,185.0,35.0,4,2
Cầu Giấy,Căn hộ chung cư,140.0,6.9,3,2
Hai Bà Trưng,Căn hộ chung cư,75.0,5.4,2,2
Cầu Giấy,Căn hộ chung cư,313.0,27.0,4,3
Hoàng Mai,Căn hộ chung cư,89.0,4.1,2,2
Đống Đa,Căn hộ chung cư,77.0,3.9,3,2
Nam Từ Liêm,Căn hộ chung cư,78.0,4.1,2,2
Ba Đình,Nhà riêng,34.0,5.9,3,4
Đống Đa,Nhà riêng,34.0,8.0,4,3
Cầu Giấy,Nhà riêng,50.0,12.0,4,5
Nam Từ Liêm,Căn hộ chung cư,159.0,5.9,3,2
Nam Từ Liêm,Căn hộ chung cư,330.0,25.0,4,4
Hai Bà Trưng,Nhà riêng,42.0,7.8,2,2
Nam Từ Liêm,Căn hộ chung cư,70.0,3.47,2,2
Đống Đa,Nhà riêng,45.0,7.4,3,4
Thanh Trì,Nhà riêng,48.0,7.5,9,9
Đống Đa,Nhà riêng,45.0,7.5,5,5
Long Biên,Nhà mặt phố,95.0,24.2,3,3
Nam Từ Liêm,Nhà riêng,50.0,7.7,11,11
Bắc Từ Liêm,Nhà riêng,36.0,7.1,2,3
Cầu Giấy,Nhà riêng,116.0,36.0,5,4
Tây Hồ,Căn hộ chung cư,72.0,5.6,2,2
Tây Hồ,Căn hộ chung cư,123.0,4.3,3,2
Cầu Giấy,Căn hộ chung cư,110.0,5.8,3,2
Hai Bà Trưng,Nhà riêng,30.0,5.0,3,4
Hai Bà Trưng,Căn hộ chung cư,119.0,9.0,3,2
Đống Đa,Nhà riêng,72.0,16.0,4,6
Tây Hồ,Căn hộ chung cư,153.0,9.3,4,2
Long Biên,Nhà mặt phố,40.0,18.5,5,5
Hai Bà Trưng,Nhà mặt phố,110.0,99.0,8,10
Thanh Xuân,Nhà riêng,112.0,23.5,2,1
Đống Đa,Nhà mặt phố,32.0,17.3,1,1
Ba Đình,Nhà mặt phố,50.0,25.0,8,4
Long Biên,Nhà riêng,90.0,12.5,1,1
Đống Đa,Nhà riêng,190.0,34.0,4,1
Hoàng Mai,Nhà riêng,140.0,21.5,29,29
Hai Bà Trưng,Nhà riêng,100.0,20.5,8,8
Long Biên,Nhà riêng,43.0,6.5,3,4
Đống Đa,Nhà riêng,62.0,15.8,5,6
Hà Đông,Căn hộ chung cư,68.0,3.2,2,1
Đống Đa,Căn hộ chung cư,91.0,4.55,2,2
Hai Bà Trưng,Căn hộ chung cư,87.0,6.3,2,2
Long Biên,Căn hộ chung cư,191.0,10.0,5,4
Hoàng Mai,Căn hộ chung cư,84.0,3.8,2,2
Hà Đông,Căn hộ chung cư,110.0,5.3,3,2
Thanh Xuân,Nhà mặt phố,72.0,35.0,15,15
Nam Từ Liêm,Nhà riêng,40.0,4.58,3,4
Đống Đa,Căn hộ chung cư,130.0,6.2,3,2
Đống Đa,Nhà mặt phố,65.0,25.5,16,18
Thanh Xuân,Nhà mặt phố,100.0,43.0,4,8
Thanh Xuân,Căn hộ chung cư,90.0,2.0,2,2
Thanh Xuân,Căn hộ chung cư,86.0,5.5,2,2
Tây Hồ,Căn hộ chung cư,153.0,10.6,4,2
Nam Từ Liêm,Căn hộ chung cư,120.0,4.2,3,2
Hà Đông,Căn hộ chung cư,117.0,4.1,3,2
Bắc Từ Liêm,Căn hộ chung cư,170.0,11.7,3,3
Cầu Giấy,Căn hộ chung cư,80.0,6.5,2,2
Long Biên,Nhà mặt phố,42.0,16.5,3,2
Hà Đông,Căn hộ chung cư,70.0,3.75,2,2
Đống Đa,Nhà mặt phố,49.0,15.0,4,5
Nam Từ Liêm,Nhà riêng,38.0,6.1,4,4
Thanh Oai,Nhà riêng,40.0,3.4,3,3
Đống Đa,Nhà riêng,52.0,11.9,4,3
Hà Đông,Căn hộ chung cư,58.0,2.4,2,1
Cầu Giấy,Căn hộ chung cư,137.0,6.16,4,2
Tây Hồ,Nhà riêng,88.0,28.5,3,3
Long Biên,Căn hộ chung cư,65.0,3.0,2,2
Đống Đa,Nhà riêng,42.0,6.9,3,4
Long Biên,Nhà riêng,40.0,6.3,3,5
Đông Anh,Nhà riêng,40.0,2.3,3,2
Đống Đa,Căn hộ chung cư,60.0,1.43,2,2
Đống Đa,Nhà riêng,45.0,7.4,4,4
Hoàng Mai,Nhà riêng,36.0,4.0,3,3
Đống Đa,Nhà riêng,50.0,18.0,2,3
Nam Từ Liêm,Căn hộ chung cư,120.0,5.52,3,2
Tây Hồ,Căn hộ chung cư,182.0,12.5,4,3
Đống Đa,Nhà riêng,105.0,20.0,4,4
Nam Từ Liêm,Căn hộ chung cư,59.0,2.58,2,2
Cầu Giấy,Căn hộ chung cư,121.0,6.0,3,2
Đống Đa,Nhà riêng,22.0,4.35,3,3
Tây Hồ,Nhà riêng,70.0,20.5,5,6
Long Biên,Nhà riêng,50.0,12.2,4,5
Hoàn Kiếm,Căn hộ chung cư,58.0,14.5,2,1
Hai Bà Trưng,Nhà riêng,65.0,9.3,13,13
Hai Bà Trưng,Nhà riêng,60.0,8.2,3,4
Cầu Giấy,Căn hộ chung cư,160.0,8.0,3,3
Hoàng Mai,Nhà riêng,34.0,3.3,4,3
Thanh Xuân,Căn hộ chung cư,75.0,4.5,2,2
Hai Bà Trưng,Nhà riêng,40.0,5.35,4,4
Nam Từ Liêm,Căn hộ chung cư,70.0,3.2,3,2
Hoàng Mai,Nhà riêng,30.0,4.15,3,4
Hoàng Mai,Nhà riêng,30.0,4.35,3,4
Thanh Xuân,Nhà mặt phố,181.0,45.0,6,10
Thanh Xuân,Căn hộ chung cư,55.0,3.6,2,2
Long Biên,Nhà riêng,85.0,11.5,5,3
Ba Đình,Nhà riêng,58.0,18.5,6,5
Đống Đa,Nhà riêng,37.0,7.3,2,3
Thanh Trì,Nhà mặt phố,153.0,25.0,4,4
Hoàng Mai,Căn hộ chung cư,85.0,4.15,2,2
Tây Hồ,Nhà riêng,50.0,7.5,5,5
Long Biên,Căn hộ chung cư,126.0,3.05,3,2
Long Biên,Nhà riêng,90.0,13.0,5,5
Long Biên,Nhà riêng,55.0,10.5,3,4
Gia Lâm,Căn hộ chung cư,68.0,2.3,2,2
Long Biên,Nhà riêng,46.0,3.65,3,4
Thanh Xuân,Nhà mặt phố,100.0,24.0,6,6
Thanh Xuân,Căn hộ chung cư,67.0,2.5,2,1
Nam Từ Liêm,Căn hộ chung cư,51.0,1.7,2,1
Hoàng Mai,Nhà mặt phố,52.0,10.8,6,6
Thanh Trì,Nhà mặt phố,155.0,25.0,4,4
Ba Đình,Nhà mặt phố,46.0,16.9,4,3
Hai Bà Trưng,Căn hộ chung cư,103.0,7.0,3,2
Tây Hồ,Căn hộ chung cư,32.0,600.0,1,1
Đống Đa,Căn hộ chung cư,35.0,990.0,1,1
Cầu Giấy,Căn hộ chung cư,131.0,8.2,3,2
Cầu Giấy,Căn hộ chung cư,122.0,6.9,3,2
Hoài Đức,Nhà riêng,61.0,5.12,5,4
Đống Đa,Nhà mặt phố,50.0,28.0,7,4
Cầu Giấy,Nhà riêng,79.0,16.99,20,20
Hoàng Mai,Nhà riêng,50.0,6.0,6,7
